word,frequency,example,gdex,llm_score_old,label,note,llm_score_0,llm_score_1,llm_score_3
bandaska,1991,Beru <bandasku> a valím na ostružiny!,0.69286,5.320882531007131,a,"Clear, short and fitting. ",27.16495440006256,23.56877911090851,28.063998222351074
bandaska,1991,"Přeji krásný rukodělný víkend;-). (V <bandasce> mám prací prášek, chtělo by to ještě jednu;-).",0.64667,6.20747445992061,c,Contains emojis.,37.07011186054775,17.747486182621547,41.9007682800293
bandaska,1991,"<Bandasku> jsem kupovala nedávno v bazaru, je jak nová, původně jsem přemýšlela že si jí nechám do kuchyně na vařečky, ale zůstane asi jako váza na luční kvítí.",0.63594,5.667994722298213,a,"Borderline between a-b, it is too long and requires some correcting.",28.497923223461424,11.484290799924306,32.7513313293457
bandaska,1991,"Tradiční plechové <bandasky>, s nimiž naše prarodiče nebo rodiče chodívali v dětském věku pro mléko nebo třeba i vodu do studánky, mají dnes místo na kuchyňských poličkách jako retro ozdoba.",0.62727,6.031715801159541,a,"Borderline, it is too long, but it is very clear what the keyword means and it is the center of the sentence.",30.2638724454244,15.270034376780192,34.01233196258545
bandaska,1991,"Mlékaři dnešní ráno všechny <bandasky> rozlili Barvy z obzoru se tak jen v bílou rozpily Zelená, žlutá musíte se vrátit I Vy barvy ostatní, že se nestydíte!",0.625,5.935629453482451,c,Grammatically incorrect.,29.664865232397013,19.101122502927428,32.305800914764404
bandaska,1991,"Ahoj, dávám si do kupy e30 sedan a pravý zadní podběh byl total sežraný, teď řeším jak tam byly vlastně uchycený hrdlo nádrže, ta <bandaska> a plastový podběh.",0.61719,5.227043462225369,c,"Grammatically incorrect, contains English words.",26.230721843242645,14.565913140773773,29.146924018859863
bandaska,1991,"Nakonec s <bandaskama> alá Pepek Sailor jsme se přesunuli na jídlo, probrali hrozně zajímavý věci, kola, motorky, web, videa a rozutekli se k domovům.",0.61458,5.545288783311844,b,Lacks context.,32.88275798559189,16.414343059062958,36.99986171722412
bandaska,1991,"Vidím nějakého dědu, jak se na starém zrezavělém kole pokouší nahodit řetěz, a babičku, která si to s <bandaskou> na mlíko mašíruje do obchodu, ve kterém téměr vůbec nic není.",0.5775,6.129570292631785,b,"Lacks context, too long, too much unnecessary information.",30.892830175558725,14.459067793687185,35.00127077102661
bandaska,1991,"Strach z toho, že lidi si sice zaplatí jednu kolu, ale pak si budou dolévat do nekonečna anebo možná přinesou z domova i nějakou tu <bandasku> a natočí si ""na cestu"".",0.56611,5.724479491095389,b,"Lacks context, too long.",28.67950637494364,12.659922011436954,32.68440246582031
bandaska,1991,"Vyfotila jsem pro vás růžičky jako zápich, jsou na zapíchnutí do květináčů nebo jen tak, třeba do nějaké vysoké vázy nebo jako je mám já, v hliníkové <bandasce> společně s obilím a vypadají úžasně.",0.53158,5.646388527225046,b,Too long.,33.306404742072615,18.549536985509537,36.99562168121338
bandaska,1991,"Trochu výš je ovšem takové místo kde se musí člověk tak zvláštně povytáhnout nahoru, to mi dodalo....strávila jsem tam dobrou půl hodinu, tak obrovský <bandasky> jsem snad ještě neměla....A pak to přišlo....nevratný překrok do.",0.5,6.055189978725769,c,"Incomplete, odd word order and structure.",30.47913319573683,14.171970223679262,34.55592393875122
bandaska,1991,"Cituji: ""Nu, a tak jsem byl nesmírně překvapen, když malá bosá holčička s modrou <bandaskou> mléka vešla do naší světnice a řekla: ""Máte v konsumu výzvu z Prahy na deset hodin včera ráno."" To bylo potom těžké se někam dovolat.",0.5,5.312817784268409,b,"Too long, lacks context.",26.682456346824768,12.138125163689256,30.318539142608643
bandaska,1991,"Z mistrů republiky v roce 1959 to byli Vladimír Markup, Zdeněk "" <Bandaska> "" Müller, Bohumil Prošek, Václav Frőhlich, Vladimír Kopecký, Miroslav Rys, z 60. let Zdeněk Hrabě, Jindřich Karas, Josef Vimmer.",0.5,6.338205532031134,d,The keyword is referring to a proper noun.,31.89375407416373,14.741959915496409,36.181702613830566
bandaska,1991,prodám staré smaltované hrnky a <bandasky> a stojánky na láhve.,0.34545,4.573265328407287,b,"Too short, requires more information, one does not understand what the keyword means in this sentence.",23.117456059455872,16.493347191810606,24.773483276367188
bandaska,1991,"), balenému mléku (zpět k <bandaskám> !",0.31111,5.6622720003128055,c,Incomplete sentence.,33.61796075957162,18.902460200445994,37.29683589935303
bandaska,1991,"Řeznickými, zelinářskými, před mlékárnami, kde se ještě mléko z konví do <bandasek> ručně rozlévalo.",0.26667,6.836122557946614,b,Lacks context.,34.536180533681595,18.56301326411111,38.52947235107422
bandaska,1991,"pro čepované oleje jezdím s <bandaskou> do oleje.cz, jednou vezmu 80 po druhé 90 a žádná korková nebo ferodo spojka si ještě nestěžovala, že jí nechutná.",0.17448,5.778060506398861,b,"Too long, abstract.",29.015908100054816,15.244888553252586,32.45866298675537
bandaska,1991,To s tím stk by mě taky zajímalo propadla mě stk na <bandasce> měsíc z5. [Fakýr] (4.10.2018 16:48:59),0.10379,4.736435904105504,c,"Noisy, abbreviations.",28.06298366122776,16.120315339830185,31.04865074157715
bandaska,1991,"kdybych měl ze všeho sundávat <bandasky> tak nedělám celý rok nic jinýho a ještě budou otřískaný, v suchu skladuju jen čerstvě nachromované které mají stejně už vnitřek dávno chycený [ventil] (8.12.2017 22:22:40)",0.0,5.199848830327392,c,Noisy.,26.25230923742056,17.18201356381178,28.519883155822754
bandaska,1991,"Tak tady jsem vám natočil jak jsem uchytil čidlo na teplotu, a jak to teď startuje bez problémů ať je 16°C nebo předchiozí videa v 7°C. Studený start +60% a nyní na režim auto +10%, jelikož na mod e85 +20% je moc na současný e74 co mám v <bandasce>. http://youtu.be/i_0CvHiGakk",0.0,5.34568510055542,c,"Noisy, contains links, abbreviations.",31.69200191688537,17.456633577346803,35.25084400177002
bandaska,1991,", úniky sa zmenšili, zmena výkonu motora nepozorovateľná, štarty bezproblémové, niečo na tom bude, aj keď je jasné, že to je iba recyklát základového oleja s nejakými prídavkami, čo sa ihneď zachytia vo filtri, ale funguje. - varujem pred olejmi v čiernych <bandaskách> , hrubo a draho som na ne doplatil...nekupovať!",0.0,4.522727755121156,c,"Different language, incomplete, too long.",26.741609278379705,16.960869267875072,29.18679428100586
demotivující,1965,Každý týden navíc je pak věčnost a negativní test je <demotivující>.,0.9125,4.421486056934704,a,"Borderline a-b, the keyword is clear but the sentence structure is a bit incomplete, lacks context.",25.84414722269232,15.349012938412754,28.467930793762207
demotivující,1965,Každopádně tato formulace je pro mladé lékaře hrubě <demotivující>.,0.905,3.8818300207455954,b,Lacks context.,23.198177189297148,12.500018331739637,25.872716903686523
demotivující,1965,"Dokážu pochopit, že po mnoha pokusech pro vás může být současný stav <demotivující>.",0.89667,4.081652684567066,a,"Broderline a-b, it is clear what the keyword means, maybe lacks context.",24.28616214600893,10.0410135193513,27.84744930267334
demotivující,1965,"Bohužel zde vidím velký vliv okolního, <demotivujícího> prostředí.",0.8825,2.920422223210335,b,Lacks context.,17.176781141757964,14.431442558765411,17.863115787506104
demotivující,1965,"Po týdnu přípravy na zápas je pro hráče <demotivující>, když jejich úsilí příjde takovým způsobem nazmar.",0.87778,3.3943580582737924,a,"Clear, explanatory.",19.754535490274428,17.340874701738358,20.357950687408447
demotivující,1965,"Ze všeho naměřeného času se může stát spíše než motivace jasný <demotivující> činitel, kvůli kterému budete běhat méně rádi.",0.8653,3.62279552974199,a,"It is clear what the keyword means, maybe too long.",21.28750961203324,14.48292579148945,22.98865556716919
demotivující,1965,Současný systém je pro dobré lezce <demotivující> a znechucující.,0.86,2.76508019566536,b,"Borderline a-b, lacks context, perhaps for language learner will not be so clear what the keyword means.",16.354463148117066,12.951284170150757,17.205257892608643
demotivující,1965,"No a proto, že dotace skutečně nemohou být rozdělovány absolutně objektivně, jsou ve svém důsledku <demotivující>.",0.85789,4.217371333949268,a,"Borderline, the keyword is clear, maybe too long, perhpas needs some correcting.",24.885236636549237,14.214143235236406,27.55300998687744
demotivující,1965,"Působí to hrozně <demotivujícím> (v tom slabším případu) způsobem, je to bolestné.",0.85156,3.2220118810733163,b,Lacks context.,18.996905930836995,15.709360281626383,19.81879234313965
demotivující,1965,"Neobjevuje se to často, ale je to dosti <demotivující>.",0.84773,5.4822926072610745,b,Lacks context.,32.55762336055438,12.117035259803137,37.66777038574219
demotivující,1965,Nejednotnost posuzování je i pro mě <demotivující>.,0.8375,4.8277395180293485,a,"Borderline a-b, it is clear what the keyword means, maybe a bit short.",28.64043628828866,17.23073445047651,31.4928617477417
demotivující,1965,Současný systém lékařských atestací a koncipientských praxí je pro mladé často <demotivující> a zasloužil by si změnu směrem k větší flexibilitě.,0.83136,4.329635718322935,a,"Clear, a bit too long.",25.650708482379,14.51558922585987,28.43448829650879
demotivující,1965,"Bohužel každým dalším levelem se vaše vylepšení ztrácí a vy musíte začít od píky, což pro mě bylo hodně <demotivující>.",0.83034,4.051316659748554,a,"Borderline, it is clear what the keyword is referring to but it is too long and maybe some words need more context, explanation.",23.90225954771042,13.075350320339203,26.608986854553223
demotivující,1965,"Tato daň je přece tak komplikovaná, <demotivující>, a neúčelná, až to bolí.",0.82812,3.211108029137055,b,"Opinion, lacks context, it is not clear what the keyword might be.",18.84621544977029,14.69704824189345,19.883507251739502
demotivující,1965,"Smrti postav by neměly být příliš časté, to je pro většinu hráčů silně <demotivující> či frustrující, kvůli tomu to nehrají.",0.82522,2.130183478426188,b,Lacks context.,12.514508085176349,9.256387853249908,13.329038143157959
demotivující,1965,"Začátek výstupu je poněkud <demotivující>, protože je na dlouhou dobu (vyjma závěrečného stoupání) bezpečně nejstrmějším úsekem cesty.",0.82232,4.2529821627280295,a,"Borderline a-b, it is clear what the keyword means, but maybe too long.",25.444600000100976,17.755009125260745,27.366997718811035
demotivující,1965,"Je to jasný <demotivující> prvek, který povede k tomu, že část populace bude motivována k odpracování pouze oněch 25 let.",0.79565,3.2570313106477258,b,Lacks context.,19.140257377028465,10.822283360362054,21.21975088119507
demotivující,1965,"Častým problémem však je, že v globálním měřítku jde o téměř neviditelné aktivity, jejichž následování a dodržování může být pro lidi <demotivující>.",0.79325,4.069162658348002,b,Lacks context.,24.11832613382827,12.500020714307373,27.022902488708496
demotivující,1965,Pro tyto děti bude podle mého názoru povinnost zahájit studium ještě dalšího jazyka velmi <demotivující> a ocitnou se možná právě tímto krokem v pasti školní neúspěšnosti.,0.77083,3.0750768402448068,b,"Too many demonstrative pronouns, lacks context.",18.096294480103715,11.662619022222666,19.704713344573975
demotivující,1965,"Je mi jasné, že je <demotivující> pro nějaký 10 lvl se účastnit, když ví, že nevyhraje a dostane nakládačku.",0.76332,3.7933991626689294,c,"Odd word order, abbreviations, grammatically incorrect.",22.49925799369812,10.940412282943726,25.38896942138672
demotivující,1965,"Právě v síle chtění je předpoklad úspěchu a jsem proto velmi smutný, když čtu různé <demotivující> výroky některých zasvěcených ""amatérů"".",0.7625,4.083101558089256,b,"Lacks context, too long, opinionated.",24.345435843467712,15.820028948783875,26.476787567138672
demotivující,1965,"Nějak nemohu pochopit ten mediální přívlastek, že jde o nejprodávanějšího autora v Čechách, což musí být pro řadu dalších autorů <demotivující> až depresivní.",0.75846,2.959323709814445,a,"Borderline a-b, it is clear what the keyword means and it is the center of the sentence but it is opinionated and perhaps too long and needs some correcting.",17.52770270316497,11.940956066484036,18.924389362335205
demotivující,1965,"Ministr práce a sociálních věcí Petr Nečas představil plán, jak pobídnout k práci i lidi dlouhodobě nezaměstnané. ""Máme velmi <demotivující> sociální systém.",0.69385,3.379938133467327,b,"Too long, two sentences.",19.867024939710443,12.789861408146946,21.63631582260132
demotivující,1965,"Nebo posilovnu, ale počítej s tím, že když se ti tuk mění na svaly, tak přibíráš na váze - pro leckoho je to <demotivující>.",0.6875,4.1919153893987335,b,"Lacks context, it is referring to some other information in the previous sentence.",24.806061225136123,10.777364994088808,28.31323528289795
demotivující,1965,"Ach ano, možná jste jeden z těch šťastných, co ještě stihli v tom ošklivém a <demotivujícím> socialismu vystudovat vysokou školu zdarma a těsně po převratu zdokonalit své vzdělání v cizině.",0.62727,4.0220391012107335,b,"Too long, opinionated, political.",23.83957674855987,11.287262099732954,26.9776554107666
demotivující,1965,"Zajímavý pohled byl na naši lavičku, ze které byl použitelný jen Robo Čolek a Baron, Jimmy a Honek byli pouze do počtu a sloužili jako <demotivující> prvek soupeře.",0.61758,3.472516882738897,b,"Lacks context, too many unknown proper nouns.",20.389499936359268,14.914334703769002,21.758291244506836
demotivující,1965,"Platná právní úprava je naproti tomu <demotivující> pro výkon soudní moci: stát podle stěžovatele vybere poplatek na začátku sporu, je fiskálně uspokojen a je mu pak lhostejné, jak dlouho řízení trvá.",0.58304,3.9425891552240615,b,Too long.,23.250887252053907,15.179908519791018,25.26863193511963
demotivující,1965,"Zdejší prostředí je úžasně <demotivující>, skoro všechno se tady chválí, však to poznáš, a prakticky každý tu nejpozději po pár měsících píše mnohem hůř, než na začátku (mě nevyjímaje).",0.55833,4.857938111650532,b,Too long.,28.79823565976373,15.412858749258108,32.14457988739014
demotivující,1965,"Odmítají rovněž tvrzení pojišťovny, že navýšení poplatku za poskytování lůžkové péče si vyžádala praxe, neboť dosavadní výše 60 Kč neměla dostatečně <demotivující> účinek a nevedla ke kýženému cíli, tedy redukovat nadužívání lůžkové péče.",0.54682,3.834630862149325,b,Too long.,22.693876363291885,16.140436656547315,24.332236289978027
demotivující,1965,"Za této situace – jak žalovaný dále uvedl – ""nemá Středočeský kraj zájem žalobkyni dále zaměstnávat, neboť jí uložené úkoly a jí nesplněné úkoly musí být zajišťovány nad rámec jejich běžných povinností ostatními zaměstnanci a způsob, jakým žalobkyně přistupuje k výkonu sjednané práce má <demotivující> a demoralizující vliv na ostatní zaměstnance"".",0.5,3.437815119705948,b,Too long.,20.32973569280961,14.282210034482619,21.841617107391357
demotivující,1965,"Je to trochu <demotivující> poznání v tom smyslu, že bych si teď holt mohl říct, že se na to můžu vykašlat, na všechny módní doplňky a na všechnu snahu stát se člověkem více společenskym, ale to taky nechci, protože tahle moje snaha, muj boj, mi dodává jakousi energii a minimálně pocit, že mám šanci stát se klukem, po kterym ženský poletěj.",0.5,3.810925245480459,b,Too long.,22.50631073811015,12.614435618040991,24.97927951812744
demotivující,1965,"A dokážeme si představit, že pro malé děti je škola s prázdným dvorkem, rozpadajícími se lavicemi, nedostatkem učebnic, bez toalet a obecně s neutěšeným prostředím značně <demotivující> a těžko si pak dokáží představit, že navštěvování tohoto místa jim přinese lepší budoucnost.",0.5,4.012009989397555,a,"Borderline a-b, too long but the keyword can be understood clearly.",23.79441340631101,14.415044936828497,26.13925552368164
demotivující,1965,modifikovat přístupy za účelem odstranění <demotivujících> vlivů a faktorů procesu učení,0.45455,3.902938760410656,c,Incomplete.,22.86196384429932,17.876042366027832,24.108444213867188
demotivující,1965,Už tohle je ze začátku dost <demotivující>...,0.39375,3.219073386490345,b,Lacks context.,18.89694671034813,12.114372223615646,20.59259033203125
demotivující,1965,"Pro nové hráče byl tento krok evidentně <demotivující>.""",0.3825,2.792527168326908,b,Lacks context.,16.178250233332314,10.935234626134237,17.489004135131836
demotivující,1965,"Okamžitě zruště ten legislativní ""paskvil"" resp. z.č.361-je <demotivující> atd., advokát Janeček nevrhuje jeho zrušení!!!!!!!!!",0.15648,3.89208550793784,c,Grammatically incorrect.,23.25030316284725,24.200322576931544,23.012798309326172
demotivující,1965,ně <demotivující> ;).,0.085,4.218631585439047,c,Contains emojis.,24.37105016708374,23.478393077850342,24.59421443939209
demotivující,1965,"""To je další Mirkova a Jarkova (pardon, Menhartova) taškařice..."" Parafrází okřídleného citátu z Rychlých šípů by se dala charakterizovat část výzvy k účasti v letošním charitativně-osvětovém projektu Movember: Zapojit se do Movembru a nepřispět na podporu jeho cílů ani korunou, či v tomto foglarovském subprojektu ani třinácti korunami, mi přijde pro ekonomicky aktivní zájemce jako nesmysl, a pro ty ""neaktivní"" jako výchovně <demotivující> promo-výkřik bez klíčového efektu.",0.0,3.425786136602288,c,"Grammatically incorrect, the content is not clear.",20.327073008622698,16.55870488686348,21.2691650390625
demotivující,1965,"Pro ty, kdož stále ještě nejsou deprimovaní z přicházející zimy v ČR, tu máme <demotivující> video o životě v ráji, po němž se počet členů Shampoo hateclubu musí minimálně zdvojnásobit. :) Klik na více léta a akce !",0.0,4.423666673643809,c,Contains emojis.,26.00440501562859,15.921488731707397,28.525134086608887
demotivující,1965,"[198] Malá rychlá opatření pak demotivují občany k podpoře podstatných dlouhodobých opatření.[199] I samotná varování mohou být <demotivující>.[200] Zvyšování účinnosti naopak zvyšuje spotřebu jak ukazuje Jevonsův paradox.[201] Tlak na přechod způsobuje inflaci (greenflation), která brání vlastnímu přechodu.[202]",0.0,2.8108007496909093,c,Noisy.,16.490645936915747,18.452192086922494,16.000259399414062
holdovat,11906,"A kdo <neholduje> síle, toho potěší další velmi silný a situaci měnící prvek – magie.",0.9,2.894533921877543,a,"Borderline, not sure if it is clear what the keyword means from this sentence.",16.878064239819842,14.191163484255473,17.549789428710938
holdovat,11906,"Moji vnuci jim <holdovali> jen pár dnů, nyní si hrají raději na podnikatele v různých těch podnikatelských hrách.",0.8825,4.796047480901082,b,Lacks context.,24.079444678624476,14.490708271662394,26.47662878036499
holdovat,11906,"Ale ne německou pšenici - jednou za čas si ji sice dám, ale nijak zvlášť jí <neholduji>.",0.87895,3.9569785104078408,b,"Borderline, opinionated.",23.301245075113638,11.221050052081837,26.321293830871582
holdovat,11906,"Vždy jsem patřila mezi ty, které make-upu moc <neholdovaly>.",0.86364,4.115534856584337,b,"Borderline, it is not very clear what the keyword means.",24.40318227344089,14.89659145143297,26.77982997894287
holdovat,11906,"S Davidem využívají celkem pestré nabídky jídla přes ulici, <holdují> pivu a Petr spí každou noc s jinou.",0.85625,4.722403172651926,c,Sexual content.,23.64842648241255,13.350031124220955,26.22302532196045
holdovat,11906,"Pokud však návštěvníci Penzionu ART <neholdují> vlastní kuchyni, mohou se vypravit za kvalitním jídlem do místních restaurací.",0.85526,2.2898937884499047,a,"Clear, the keyword is central.",13.311573600769044,12.086194038391113,13.617918491363525
holdovat,11906,Je to kus holky a ona amatérské masturbaci <holduje> ráda HD 09:19.,0.84667,5.245779460668564,c,Sexual content.,26.23728001912435,15.031748453776041,29.038662910461426
holdovat,11906,"V novinách čteme každodenně cenu zlata, protože milióny lidí ještě pořád <holdují> zlatému teleti.",0.84531,3.850224854264941,b,Lacks context.,19.432864419051576,16.78878422294344,20.093884468078613
holdovat,11906,"<Neholdujete> zvláště avokádu, ale rádi byste si na pečivo namazali něco jiného než máslo?",0.84531,5.522688686847687,a,"Clear, keyword is central.",32.525269634383065,17.30739370414189,36.32973861694336
holdovat,11906,Vínu dnes podle statistik <holduje> až 75 % dospělých.,0.84,3.1256327165497675,a,"Borderline, perhaps it is not clear what the keyword might mean, but it is brief and fitting.",15.726425104671057,11.727952626016405,16.726043224334717
holdovat,11906,"Otázka: Jak by se měli dívat věřící rodiče na to, kdy jejich děti <holdují> počítačovým hrám?",0.83553,3.2371909792535005,b,Opinionated. ,16.38399887792766,12.301678692921996,17.404578924179077
holdovat,11906,"Sušenkovým zmrzlinám moc <neholduju>, v běžném obchodě volím většinou jen ruskou zmrzlinu.",0.83393,2.7009894510110217,a,"Borderline, opinionated, but the keyword is clear and central.",16.024313950538634,14.377808690071106,16.435940265655518
holdovat,11906,"Já jí moc <neholduju>, jsem na 30, stránce u Zmizelé a vůbec mě to nebere.",0.83333,2.372894902229309,b,Lacks context.,13.76512091636658,11.255133771896363,14.39261770248413
holdovat,11906,"Když jsem přemýšlel, s čím <holdovat>, tak se mi vyjevil kulatý pecen chleba.",0.825,3.9847074329853056,b,It is not clear what the keyword means. ,20.08421079012064,14.452158992107098,21.492223739624023
holdovat,11906,"Je už jenom na vás, jakým oříškům dáte přednost, zda více <holdujete> vlašským nebo třeba lískovým.",0.81579,3.821012175083161,a,"Nice example, the keyword is clear and central.",19.18575709760189,14.531290218234062,20.349373817443848
holdovat,11906,"Patříte mezi ty, kdo neochucené neperlivé vodě zrovna <neholdují>?",0.80909,3.615575763914321,b,"Borderline, it is not very clear what the keyword means.",21.312651205062867,16.044724225997925,22.6296329498291
holdovat,11906,To herečka Andrea Kerestešová pokeru moc <neholduje>.,0.8,5.054743415968759,b,Lacks context.,29.60942475455148,18.993336541312082,32.26344680786133
holdovat,11906,"Ať už rádi pečete různé sladké dobroty nebo spíše <holdujete> pěkně křupavému masíčku, tak se vám tato mašlovačka bude hodit.",0.79557,3.849177496284246,b,Lacks context.,19.297511751055715,14.357889565825463,20.53241729736328
holdovat,11906,"Řekněte ostatním rodičům, kterým sportům <holdují> vaše děti, kam chodíte na logopedii, kam si chodíte hrát s vaším mladším dítětem.",0.79333,4.0621356013417245,b,"The keyword is not central, it might not be clear what it means, too long.",20.54691430091858,14.252649354934693,22.12048053741455
holdovat,11906,Při ranní hygieně našla Alena několik pravých hřibů (nikdo jiný hygiene <neholduje> a tak jsme hub nemeli víc).,0.78839,3.1085231913460625,c,Grammatically incorrect.,18.07970703707801,16.188972883754307,18.552390575408936
holdovat,11906,"Pokud alkoholu <neholdujete> vůbec, vyzkoušejte alespoň kosmetiku z piva či vína, vyrábí se jak pro muže, tak i pro ženy.",0.7875,2.393591322004795,a,"Borderline, it might not be clear what the keyword means, but the sentence is full and clear.",14.042537939548492,10.08576899766922,15.03173017501831
holdovat,11906,<Holdují> netradičním zážitkům a nevyhýbají se ani netradičnímu svatebnímu oblečení.,0.78636,5.392766830921174,b,Lacks context.,27.21439864397049,16.02997432947159,30.010504722595215
holdovat,11906,"Je jedno, zda jste hráč deskovek, Dračího doupěte či <holdujete> četbě gamebooků.",0.75,4.269193761547407,b,"Lacks context, referring to something that is not present.",21.81134532292684,17.680784384409588,22.843985557556152
holdovat,11906,"Cyklistické helmy jsou zcela běžnou výbavou každého, kdo <holduje> tomuto sportu ať už aktivně nebo jen rekreačně, v přírodě nebo na lesních cestách.",0.74769,4.327559245410173,a,"Borderline, too long but clear.",21.77811586856842,12.75412380695343,24.034113883972168
holdovat,11906,"Když mě někdo přepadne na ulici, určitě jich tolik nikdy nepřijede,"" rozčilovala se žena, jež marihuaně údajně <neholduje>.",0.74576,4.291409258875582,b,Lacks context.,25.516713007953435,14.753116889132393,28.20761203765869
holdovat,11906,"A tak dodám jediné, a to, že jestli jste fanoušky této série a <holdujete> adventurám, pak by nestáhnout tento kousek byl skutečný hřích.",0.71667,5.112813237439031,b,Lacks context.,25.65033447431481,17.696309670158055,27.638840675354004
holdovat,11906,"Například můj kolega z kanceláře <holduje> zdejší verzi tataráku Sok lek, což jsou plátky syrového masa smíchané s kořením a zalité velkorysou porcí studené krve.",0.69259,3.734128800809384,b,"Borderline, too long and the keyword is not that central.",18.77086138129234,13.593553274869919,20.06518840789795
holdovat,11906,"Kazeta má na tehdejší poměry velice povedený zvuk a už z toho důvodu ""Evilive"" zaujalo i ty příznivce, kteří death-grindu nikdy <neholdovali>.",0.6925,3.997813479466872,b,Lacks context.,23.645317560976203,15.274313482371243,25.73806858062744
holdovat,11906,"Ti, kteří <neholdují> vínu, se mohou zdržet u jezera a využít slunečného počasí ke koupeli či k vyjížďce na loďce k jednomu ze dvou ostrůvků uprostřed jezera.",0.68,2.4592623613774776,b,"Borderline, the keyword is not that central, too long.",14.501647800979791,10.220101568985868,15.572034358978271
holdovat,11906,"Nečetl jsem nikdy titulek ""Kulhající Klaus zavítal...""a pokud jde o Havla, je známo, že <holdoval> alkoholu přes míru.",0.665,3.56615492105484,b,"Opinionated, political, needs context.",18.1181339012252,16.75665556722217,18.458503484725952
